Player,Nation,Pos,Squad,Comp,Age,Born,Playing_Time_MP,Playing_Time_Starts,Playing_Time_Min,Playing_Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G_PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per_90_Minutes_Gls,Per_90_Minutes_Ast,Per_90_Minutes_G+A,Per_90_Minutes_G_PK,Per_90_Minutes_G+A_PK,Per_90_Minutes_xG,Per_90_Minutes_xAG,Per_90_Minutes_xG+xAG,Per_90_Minutes_npxG,Per_90_Minutes_npxG+xAG,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_npxG/Sh,Expected_G_xG,Expected_np:G_xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A_xAG,KP,1/3,PPA,CrsPA,PrgP,Att,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_TI,Pass_Types_CK,Corner_Kicks_In,Corner_Kicks_Out,Corner_Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,SCA_SCA,SCA_SCA90,SCA_Types_PassLive,SCA_Types_PassDead,SCA_Types_TO,SCA_Types_Sh,SCA_Types_Fld,SCA_Types_Def,GCA_GCA,GCA_GCA90,GCA_Types_PassLive,GCA_Types_PassDead,GCA_Types_TO,GCA_Types_Sh,GCA_Types_Fld,GCA_Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Touches_Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Touches_Live,Take_Ons_Att,Take_Ons_Succ,Take_Ons_Succ%,Take_Ons_Tkld,Take_Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial_Duels_Won,Aerial_Duels_Lost,Aerial_Duels_Won%
Oladapo Afolayan,ENG,"FW,MF",St. Pauli,Bundesliga,26,1998,8,4,452,5.0,1,0,1,1,0,0,0,0,1.3,1.3,0.6,1.8,9,10,27,0.20,0.00,0.20,0.20,0.20,0.25,0.11,0.37,0.25,0.37,5.0,1,16,6,37.5,3.19,1.19,0.06,0.17,18.6,0,0,0,0.08,-0.3,-0.3,69,99,69.7,1359,337,32,40,80.0,19,28,67.9,16,20,80.0,0,0.6,0.2,-0.6,7,7,5,4,10,99,95,2,0,0,3,14,2,0,0,0,0,69,2,6,18,3.58,7,0,5,4,2,0,0,0.00,0,0,0,0,0,0,8,4,2,3,3,3,6,50.0,3,4,0,4,3,11,4,0,183,2,23,74,90,18,183,29,15,51.7,12,41.4,116,730,280,9,6,4,15,14,129,27,0,6,10,1,14,3,4,0,0,0,21,5,16,23.8
Emmanuel Agbadou,CIV,DF,Reims,Ligue ,27,1997,9,9,810,9.0,0,0,0,0,0,0,1,0,0.4,0.4,0.2,0.6,8,61,0,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,9.0,0,9,3,33.3,1.00,0.33,0.00,0.00,26.3,1,0,0,0.05,-0.4,-0.4,539,605,89.1,10762,4543,205,218,94.0,262,272,96.3,65,106,61.3,0,0.2,0.2,-0.2,5,50,2,0,61,605,564,41,11,1,17,0,1,0,0,0,0,539,0,1,13,1.44,11,0,1,1,0,0,0,0.00,0,0,0,0,0,0,21,14,16,3,2,16,20,80.0,4,18,12,6,8,29,38,1,707,127,370,312,28,4,707,9,6,66.7,3,33.3,424,2384,1431,8,6,0,3,5,484,0,0,7,3,0,0,8,14,0,0,0,52,10,9,52.6
Asher Agbinone,ENG,MF,Crystal Palace,Premier League,19,2005,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,0,1,0.00,0.00,0.00,0.00,0.00,0.58,1.00,1.58,0.58,1.58,0.0,0,1,0,0.0,30.00,0.00,0.00,,26.3,0,0,0,0.02,0.0,0.0,1,2,50.0,21,0,0,0,,1,2,50.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,30.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,1,0,0.0,1,100.0,2,36,23,2,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
Julen Agirrezabala,ESP,GK,Athletic Club,La Liga,23,2000,8,8,666,7.4,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.4,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,149,210,71.0,3897,2899,26,26,100.0,90,90,100.0,33,92,35.9,0,0.0,0.0,0.0,0,1,0,0,0,210,149,59,19,0,0,0,0,0,0,0,0,149,2,0,1,0.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,223,185,222,1,0,0,223,0,0,,0,,115,682,366,0,0,0,1,0,96,0,0,2,1,0,0,0,0,0,1,0,9,5,0,100.0
Lucien Agoume,FRA,MF,Sevilla,La Liga,22,2002,11,7,606,6.7,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,9,30,11,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,6.7,0,3,0,0.0,0.45,0.00,0.00,,16.3,0,0,0,0.04,-0.1,-0.1,296,365,81.1,4570,1221,156,175,89.1,105,123,85.4,23,37,62.2,0,0.2,0.2,-0.2,5,26,2,0,30,365,351,11,7,1,2,3,4,0,0,0,0,296,3,7,16,2.38,14,0,1,1,0,0,1,0.15,0,0,0,1,0,0,17,5,8,7,2,8,11,72.7,3,14,6,8,8,25,9,0,441,19,104,264,79,6,441,10,8,80.0,2,20.0,225,1055,475,9,9,1,12,5,301,11,0,15,2,2,3,8,5,0,0,0,33,10,14,41.7
Felix Agu,GER,DF,Werder Bremen,Bundesliga,25,1999,8,8,664,7.4,2,0,2,2,0,0,0,0,0.7,0.7,0.7,1.4,16,12,56,0.27,0.00,0.27,0.27,0.27,0.09,0.09,0.18,0.09,0.18,7.4,2,3,3,100.0,0.41,0.41,0.67,0.67,12.9,0,0,0,0.22,+1.3,+1.3,247,305,81.0,3990,1232,124,143,86.7,99,121,81.8,17,23,73.9,0,0.7,0.9,-0.7,8,6,12,7,12,305,255,49,1,0,2,19,48,0,0,0,0,247,1,8,13,1.76,11,0,1,0,1,0,1,0.14,1,0,0,0,0,0,8,4,5,2,1,4,9,44.4,5,5,1,4,6,14,21,0,372,21,122,149,102,17,372,6,2,33.3,4,66.7,199,975,521,16,5,3,13,3,235,56,0,5,11,2,19,6,4,0,0,1,22,6,6,50.0
Álvaro Aguado,ESP,MF,Espanyol,La Liga,28,1996,7,2,228,2.5,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,7,19,2,0.00,0.00,0.00,0.00,0.00,0.08,0.02,0.10,0.08,0.10,2.5,0,5,0,0.0,1.97,0.00,0.00,,24.6,1,0,0,0.04,-0.2,-0.2,99,125,79.2,1897,573,28,37,75.7,59,66,89.4,10,17,58.8,0,0.0,0.1,0.0,2,14,5,3,19,125,117,8,6,1,2,9,0,2,0,1,0,99,0,4,9,3.55,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,4,2,2,2,0,2,4,50.0,2,5,0,5,1,5,5,1,157,3,28,90,40,0,157,4,2,50.0,1,25.0,90,731,390,7,3,0,4,2,104,2,0,2,5,0,9,1,2,0,0,0,18,1,1,50.0
Nayef Aguerd,MAR,DF,Real Sociedad,La Liga,28,1996,7,7,604,6.7,0,0,0,0,0,0,1,0,1.8,1.8,0.0,1.9,9,24,0,0.00,0.00,0.00,0.00,0.00,0.27,0.01,0.28,0.27,0.28,6.7,0,9,4,44.4,1.34,0.60,0.00,0.00,10.5,0,0,0,0.20,-1.8,-1.8,470,518,90.7,8797,2891,186,195,95.4,232,243,95.5,48,67,71.6,0,0.0,0.1,0.0,2,37,1,0,24,518,495,20,11,0,12,0,2,0,0,0,0,470,3,3,6,0.89,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,9,6,5,4,0,3,5,60.0,2,6,2,4,6,15,19,0,581,44,244,315,23,9,581,2,1,50.0,0,0.0,403,2287,1427,9,7,0,2,0,449,0,0,2,8,0,0,6,6,0,0,0,27,15,11,57.7
Ruben Aguilar,FRA,DF,Lens,Ligue ,31,1993,5,3,270,3.0,0,1,1,0,0,0,1,0,0.2,0.2,0.7,0.8,2,14,28,0.00,0.33,0.33,0.00,0.33,0.05,0.23,0.28,0.05,0.28,3.0,0,2,0,0.0,0.67,0.00,0.00,,13.3,0,0,0,0.08,-0.2,-0.2,165,205,80.5,2217,886,106,117,90.6,40,57,70.2,9,12,75.0,1,0.7,0.6,+0.3,2,8,3,0,14,205,164,41,3,0,1,9,38,0,0,0,0,165,0,8,8,2.67,8,0,0,0,0,0,1,0.33,1,0,0,0,0,0,9,6,5,4,0,7,9,77.8,2,5,1,4,5,14,2,0,236,2,53,106,81,8,236,3,1,33.3,2,66.7,106,450,184,2,5,0,4,1,130,28,0,5,2,1,9,5,6,0,0,0,21,2,2,50.0
Honest Ahanor,ITA,DF,Genoa,Serie A,16,2008,1,1,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.8,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,8,11,72.7,158,41,3,4,75.0,5,5,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,2,11,9,2,0,0,0,1,2,0,0,0,0,8,0,0,1,1.32,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,1,0,0,1,0,1,3,33.3,2,0,0,0,0,1,2,0,16,1,4,4,8,0,16,1,0,0.0,0,0.0,10,80,24,1,0,0,1,1,8,2,0,0,3,0,1,0,0,0,0,0,3,0,1,0.0
Jean-Eudes Aholou,CIV,MF,Angers,Ligue ,30,1994,8,8,628,7.0,1,0,1,1,0,0,2,0,0.9,0.9,0.2,1.1,8,28,6,0.14,0.00,0.14,0.14,0.14,0.12,0.03,0.15,0.12,0.15,7.0,1,13,2,15.4,1.86,0.29,0.08,0.50,21.8,0,0,0,0.07,+0.1,+0.1,236,268,88.1,3838,966,109,120,90.8,117,126,92.9,6,11,54.5,0,0.2,0.1,-0.2,4,15,2,0,28,268,263,3,3,0,0,0,0,0,0,0,0,236,2,1,15,2.15,9,0,2,1,2,1,0,0.00,0,0,0,0,0,0,18,13,9,5,4,9,18,50.0,9,9,5,4,11,29,7,0,363,12,82,222,63,13,363,14,7,50.0,6,42.9,165,755,420,8,2,1,13,5,231,6,0,16,4,0,0,11,13,0,0,0,30,11,7,61.1
Joseph Aidoo,GHA,DF,Celta Vigo,La Liga,29,1995,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,6,7,85.7,126,81,1,1,100.0,5,5,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,7,7,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,8,0,4,4,0,0,8,0,0,,0,,7,9,8,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Ayman Aiki,FRA,"FW,MF",Saint-Étienne,Ligue ,19,2005,3,1,87,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,4,6,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,1.0,0,2,0,0.0,2.07,0.00,0.00,,18.8,0,0,0,0.03,-0.1,-0.1,10,17,58.8,143,71,7,10,70.0,2,4,50.0,1,2,50.0,0,0.0,0.0,0.0,0,1,1,0,4,17,17,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,3,1,2,0,1,1,100.0,0,1,0,1,1,4,0,0,31,0,7,15,9,1,31,3,0,0.0,3,100.0,24,109,44,2,1,0,4,6,25,6,0,2,1,0,1,1,3,0,0,0,4,1,3,25.0
Ola Aina,NGA,DF,Nott'ham Forest,Premier League,28,1996,9,9,773,8.6,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,22,37,13,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.04,0.01,0.04,8.6,0,3,0,0.0,0.35,0.00,0.00,,26.9,0,0,0,0.02,-0.1,-0.1,294,395,74.4,4567,2076,162,185,87.6,107,145,73.8,17,44,38.6,0,0.3,0.7,-0.3,4,29,6,5,37,395,312,82,6,0,0,18,76,0,0,0,0,294,1,16,18,2.10,15,1,1,1,0,0,0,0.00,0,0,0,0,0,0,16,11,11,5,0,11,18,61.1,7,10,4,6,12,28,27,1,492,41,176,208,119,3,492,19,9,47.4,6,31.6,216,1484,936,22,14,3,10,7,234,13,0,5,12,1,18,12,11,0,0,0,53,3,9,25.0
Rayan Aït-Nouri,ALG,DF,Wolves,Premier League,23,2001,9,9,743,8.3,3,2,5,3,0,0,4,0,1.0,1.0,1.0,2.1,15,31,31,0.36,0.24,0.61,0.36,0.61,0.13,0.12,0.25,0.13,0.25,8.3,3,10,4,40.0,1.21,0.48,0.30,0.75,14.0,0,0,0,0.11,+2.0,+2.0,315,376,83.8,4389,1145,190,204,93.1,115,135,85.2,2,16,12.5,2,1.0,0.5,+1.0,11,20,6,2,31,376,308,65,17,0,2,16,46,2,0,1,0,315,3,7,24,2.90,17,2,2,2,0,1,4,0.48,2,1,0,0,0,1,18,9,15,2,1,9,14,64.3,5,8,2,6,7,25,19,1,456,29,127,199,137,15,456,26,13,50.0,11,42.3,243,1215,521,15,14,3,8,5,277,31,0,13,5,1,16,7,9,0,0,0,39,5,6,45.5
Kristoffer Ajer,NOR,DF,Brentford,Premier League,26,1998,8,8,636,7.1,0,0,0,0,0,0,3,0,0.3,0.3,0.2,0.5,14,25,12,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,7.1,0,1,1,100.0,0.14,0.14,0.00,0.00,6.2,0,0,0,0.28,-0.3,-0.3,236,300,78.7,3792,1412,125,140,89.3,89,117,76.1,15,24,62.5,0,0.2,0.1,-0.2,2,20,2,2,25,300,267,32,2,0,3,5,30,0,0,0,0,236,1,10,7,0.99,7,0,0,0,0,0,2,0.28,2,0,0,0,0,0,6,5,5,1,0,2,8,25.0,6,8,1,7,6,12,19,0,356,25,140,166,55,8,356,8,4,50.0,4,50.0,198,1238,736,14,7,0,8,6,236,12,0,6,3,0,5,6,5,0,0,0,16,8,11,42.1
Ludovic Ajorque,FRA,FW,Brest,Ligue ,30,1994,9,7,612,6.8,2,0,2,2,0,0,2,0,1.2,1.2,0.7,1.9,1,8,33,0.29,0.00,0.29,0.29,0.29,0.18,0.10,0.29,0.18,0.29,6.8,2,6,3,50.0,0.88,0.44,0.33,0.67,11.9,0,0,0,0.21,+0.8,+0.8,130,183,71.0,1806,229,82,103,79.6,35,52,67.3,7,10,70.0,0,0.7,0.4,-0.7,9,11,3,0,8,183,182,1,0,0,3,0,0,0,0,0,0,130,0,5,14,2.06,12,0,0,0,2,0,1,0.15,0,0,0,0,1,0,7,4,0,3,4,4,7,57.1,3,3,1,2,1,8,5,0,232,6,13,125,95,20,232,9,4,44.4,5,55.6,101,321,73,1,5,1,13,2,170,33,0,13,12,4,0,1,4,2,0,0,15,32,25,56.1
Manuel Akanji,SUI,DF,Manchester City,Premier League,29,1995,8,8,691,7.7,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,19,67,3,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,7.7,0,5,1,20.0,0.65,0.13,0.00,0.00,23.2,0,0,0,0.02,-0.1,-0.1,654,694,94.2,10483,2510,327,341,95.9,290,303,95.7,29,38,76.3,0,0.3,0.8,-0.3,6,74,10,2,67,694,683,10,6,3,3,8,3,0,0,0,0,654,1,2,20,2.60,20,0,0,0,0,0,1,0.13,1,0,0,0,0,0,5,3,2,1,2,3,6,50.0,3,5,3,2,4,9,22,0,739,41,172,332,235,5,739,1,1,100.0,0,0.0,474,2345,1417,19,25,0,3,3,609,3,0,4,3,0,8,4,3,0,0,0,30,9,13,40.9
Ümit Akdag,ROU,DF,Toulouse,Ligue ,21,2003,2,2,140,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,17,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.6,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,91,118,77.1,1579,624,41,54,75.9,46,51,90.2,4,9,44.4,0,0.0,0.0,0.0,0,9,1,0,17,118,107,11,3,0,0,1,8,0,0,0,0,91,0,3,1,0.64,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,2,1,2,0,3,5,60.0,2,2,2,0,6,9,4,0,134,7,42,86,8,0,134,0,0,,0,,67,252,106,1,0,0,0,0,77,5,0,5,0,0,1,6,2,0,0,0,10,14,3,82.4
Nathan Aké,NED,DF,Manchester City,Premier League,29,1995,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,6,7,85.7,78,13,5,5,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,7,4,3,1,0,0,0,2,0,0,0,0,6,0,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,0,0,9,1,3,1,5,0,9,0,0,,0,,4,28,7,0,0,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,
Ilias Akhomach,MAR,"MF,FW",Villarreal,La Liga,20,2004,10,6,539,6.0,0,0,0,0,0,0,1,0,0.5,0.5,1.0,1.5,29,11,60,0.00,0.00,0.00,0.00,0.00,0.08,0.16,0.24,0.08,0.24,6.0,0,15,5,33.3,2.50,0.83,0.00,0.00,23.6,0,0,0,0.03,-0.5,-0.5,123,167,73.7,1958,504,68,78,87.2,41,56,73.2,8,13,61.5,0,1.0,1.7,-1.0,9,5,7,2,11,167,159,7,2,1,2,16,2,3,2,0,0,123,1,7,27,4.41,16,0,5,1,5,0,1,0.16,0,0,0,0,1,0,12,7,4,4,4,6,11,54.5,5,8,0,8,3,15,12,0,268,8,41,79,151,27,268,41,18,43.9,17,41.5,183,1231,739,29,18,19,14,9,191,60,0,9,20,1,16,3,7,0,0,0,27,6,5,54.5
Sergio Akieme,ESP,DF,Reims,Ligue ,26,1997,6,6,529,5.9,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.3,15,12,22,0.17,0.00,0.17,0.17,0.17,0.03,0.01,0.05,0.03,0.05,5.9,1,5,1,20.0,0.85,0.17,0.20,1.00,18.8,0,0,0,0.04,+0.8,+0.8,170,223,76.2,2307,618,104,112,92.9,56,77,72.7,4,22,18.2,0,0.1,0.1,-0.1,3,6,2,2,12,223,190,31,1,0,0,19,28,2,2,0,0,170,2,2,6,1.02,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0,7,6,6,1,0,5,8,62.5,3,8,3,5,1,8,15,1,278,15,107,102,72,6,278,8,6,75.0,2,25.0,145,907,546,15,9,1,8,3,152,22,0,5,3,0,19,1,6,0,0,0,30,10,9,52.6
Maghnes Akliouche,FRA,"FW,MF",Monaco,Ligue ,22,2002,8,5,482,5.4,0,2,2,0,0,0,0,0,1.0,1.0,1.1,2.2,26,41,41,0.00,0.37,0.37,0.00,0.37,0.19,0.21,0.40,0.19,0.40,5.4,0,10,1,10.0,1.87,0.19,0.00,0.00,17.1,0,0,0,0.10,-1.0,-1.0,215,262,82.1,3027,1008,133,145,91.7,61,77,79.2,10,12,83.3,2,1.1,1.4,+0.9,9,17,13,0,41,262,253,7,2,2,1,8,3,2,0,1,0,215,2,14,22,4.11,14,1,3,2,2,0,2,0.37,2,0,0,0,0,0,11,7,7,3,1,4,11,36.4,7,3,0,3,2,13,2,0,333,5,55,142,143,23,333,22,11,50.0,11,50.0,213,1477,768,26,18,10,16,8,251,41,0,6,10,2,8,2,7,0,0,0,33,1,1,50.0
Clément Akpa,CIV,DF,Auxerre,Ligue ,22,2001,8,6,543,6.0,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,15,26,23,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.07,0.01,0.07,6.0,0,2,0,0.0,0.33,0.00,0.00,,21.4,0,0,0,0.04,-0.1,-0.1,243,315,77.1,4461,1711,100,119,84.0,114,133,85.7,23,49,46.9,0,0.3,0.4,-0.3,6,17,8,5,26,315,272,41,9,0,10,21,31,1,1,0,0,243,2,9,10,1.66,9,1,0,0,0,0,1,0.17,1,0,0,0,0,0,12,7,7,1,4,8,13,61.5,5,12,4,8,8,20,25,1,389,32,138,172,80,1,389,6,1,16.7,4,66.7,198,1123,627,15,11,0,3,3,222,23,0,2,8,0,21,8,7,0,0,0,27,11,9,55.0
David Akpan Ankeye,NGA,"FW,MF",Genoa,Serie A,22,2002,4,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.5,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,6,7,85.7,53,28,3,4,75.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,1,0,1,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,1,2.00,0,0,0,0,1,0,1,2.00,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,9,1,2,3,4,0,9,1,1,100.0,0,0.0,6,54,8,0,1,0,0,2,10,3,0,3,1,0,0,0,0,0,0,0,0,0,1,0.0
Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,29,1995,8,8,720,8.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,6,32,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,363,410,88.5,6631,2556,144,150,96.0,183,202,90.6,31,46,67.4,0,0.0,0.1,0.0,1,42,3,0,32,410,377,31,13,0,3,4,3,0,0,0,0,363,2,3,8,1.00,8,0,0,0,0,0,1,0.12,1,0,0,0,0,0,10,3,8,1,1,4,11,36.4,7,22,16,6,4,14,37,0,506,90,249,225,33,1,506,6,3,50.0,3,50.0,293,1293,567,6,5,0,3,1,312,8,0,15,8,0,4,4,3,0,2,0,33,17,14,54.8
Andreas Albers,DEN,FW,St. Pauli,Bundesliga,34,1990,5,0,27,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,1,4,0.00,0.00,0.00,0.00,0.00,0.31,0.32,0.62,0.31,0.62,0.3,0,1,0,0.0,3.33,0.00,0.00,,13.1,0,0,0,0.09,-0.1,-0.1,6,15,40.0,92,18,4,9,44.4,1,3,33.3,1,1,100.0,0,0.1,0.0,-0.1,2,0,0,0,1,15,15,0,0,0,0,0,0,0,0,0,0,6,0,0,2,6.67,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,19,0,1,4,14,4,19,0,0,,0,,9,28,1,0,0,0,0,5,19,4,0,1,0,0,0,0,0,0,0,0,0,6,4,60.0
Raúl Albiol,ESP,DF,Villarreal,La Liga,39,1985,9,8,648,7.2,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,0,11,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,7.2,0,1,0,0.0,0.14,0.00,0.00,,4.7,0,0,0,0.08,-0.1,-0.1,341,383,89.0,6895,2715,105,109,96.3,194,207,93.7,39,62,62.9,0,0.0,0.0,0.0,0,10,0,0,11,383,361,21,15,0,2,0,0,0,0,0,0,341,1,1,1,0.14,1,0,0,0,0,0,1,0.14,1,0,0,0,0,0,3,3,2,1,0,2,4,50.0,2,8,8,0,4,7,47,1,451,87,259,188,4,1,451,0,0,,0,,234,962,450,0,1,0,1,1,306,0,0,5,3,0,0,4,3,0,1,1,15,14,8,63.6
Carlos Alcaraz,ARG,MF,Southampton,Premier League,21,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,6,1,0.00,0.00,0.00,0.00,0.00,0.62,0.86,1.48,0.62,1.48,0.1,0,1,1,100.0,9.00,9.00,0.00,0.00,9.7,0,0,0,0.07,-0.1,-0.1,13,13,100.0,221,66,7,7,100.0,4,4,100.0,2,2,100.0,0,0.1,0.0,-0.1,1,4,1,1,6,13,11,2,0,0,0,1,1,1,0,0,0,13,0,0,1,9.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,17,0,1,8,9,2,17,2,0,0.0,2,100.0,12,112,98,4,1,0,0,0,12,1,0,1,0,0,1,1,0,0,0,0,2,1,0,100.0
Omar Alderete,PAR,DF,Getafe,La Liga,27,1996,10,10,900,10.0,0,0,0,0,0,0,2,0,0.4,0.4,0.8,1.2,11,45,0,0.00,0.00,0.00,0.00,0.00,0.04,0.08,0.12,0.04,0.12,10.0,0,16,6,37.5,1.60,0.60,0.00,0.00,20.4,2,0,0,0.02,-0.4,-0.4,224,353,63.5,5439,2988,56,77,72.7,111,147,75.5,54,114,47.4,0,0.8,0.5,-0.8,6,50,5,0,45,353,323,27,21,0,11,0,0,0,0,0,0,224,3,5,13,1.30,9,1,0,2,0,1,1,0.10,0,0,0,1,0,0,14,8,11,2,1,8,10,80.0,2,12,7,5,9,23,54,1,482,59,215,227,43,18,482,7,3,42.9,4,57.1,180,1332,876,11,7,1,6,3,178,0,0,8,4,3,0,9,8,0,0,0,34,35,21,62.5
