Player,Nation,Pos,Squad,Comp,Age,Born,Playing_Time_MP,Playing_Time_Starts,Playing_Time_Min,Playing_Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G_PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per_90_Minutes_Gls,Per_90_Minutes_Ast,Per_90_Minutes_G+A,Per_90_Minutes_G_PK,Per_90_Minutes_G+A_PK,Per_90_Minutes_xG,Per_90_Minutes_xAG,Per_90_Minutes_xG+xAG,Per_90_Minutes_npxG,Per_90_Minutes_npxG+xAG,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_npxG/Sh,Expected_G_xG,Expected_np:G_xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A_xAG,KP,1/3,PPA,CrsPA,PrgP,Att,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_TI,Pass_Types_CK,Corner_Kicks_In,Corner_Kicks_Out,Corner_Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,SCA_SCA,SCA_SCA90,SCA_Types_PassLive,SCA_Types_PassDead,SCA_Types_TO,SCA_Types_Sh,SCA_Types_Fld,SCA_Types_Def,GCA_GCA,GCA_GCA90,GCA_Types_PassLive,GCA_Types_PassDead,GCA_Types_TO,GCA_Types_Sh,GCA_Types_Fld,GCA_Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Touches_Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Touches_Live,Take_Ons_Att,Take_Ons_Succ,Take_Ons_Succ%,Take_Ons_Tkld,Take_Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial_Duels_Won,Aerial_Duels_Lost,Aerial_Duels_Won%
Birama Touré,MLI,"MF,DF",Montpellier,Ligue ,32,1992,5,2,230,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,0,7,1,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,2.6,0,2,0,0.0,0.78,0.00,0.00,,29.5,0,0,0,0.02,0.0,0.0,81,97,83.5,1449,529,30,34,88.2,43,47,91.5,8,15,53.3,0,0.0,0.0,0.0,1,3,0,0,7,97,95,2,2,0,1,0,0,0,0,0,0,81,0,0,3,1.17,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,6,3,4,2,0,3,5,60.0,2,3,2,1,3,9,6,0,123,18,58,51,15,1,123,0,0,,0,,70,239,64,0,1,0,5,0,80,1,0,1,4,0,0,3,3,0,0,0,11,3,1,75.0
Souleymane Touré,FRA,DF,Udinese,Serie A,21,2003,6,5,428,4.8,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.1,3,14,2,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,4.8,0,1,0,0.0,0.21,0.00,0.00,,6.8,0,0,0,0.05,0.0,0.0,268,288,93.1,4565,1060,115,120,95.8,134,141,95.0,16,21,76.2,0,0.0,0.1,0.0,1,19,3,1,14,288,270,18,8,0,1,4,1,0,0,0,0,268,0,1,4,0.84,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,5,5,4,1,0,3,4,75.0,1,8,5,3,5,10,10,1,326,37,143,155,28,4,326,5,2,40.0,2,40.0,215,1103,557,3,4,0,6,0,233,2,0,7,4,1,4,5,5,0,0,0,12,2,4,33.3
Lucas Tousart,FRA,MF,Union Berlin,Bundesliga,27,1997,2,2,130,1.4,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,2,2,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,1.4,0,3,2,66.7,2.08,1.38,0.00,0.00,17.0,0,0,0,0.07,-0.2,-0.2,17,30,56.7,302,94,9,13,69.2,6,12,50.0,2,4,50.0,0,0.0,0.0,0.0,0,0,1,0,2,30,30,0,0,0,1,1,0,0,0,0,0,17,0,1,3,2.08,2,0,0,1,0,0,1,0.69,0,0,0,1,0,0,1,1,0,1,0,0,2,0.0,2,3,1,2,1,2,2,0,46,2,14,22,12,5,46,3,2,66.7,1,33.3,14,38,18,0,0,0,0,0,18,2,0,2,0,0,1,1,1,0,0,0,4,3,2,60.0
Conor Townsend,ENG,MF,Ipswich Town,Premier League,31,1993,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,1.60,1.60,0.00,1.60,0.0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,2,1,1,0,1,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
Adama Traoré,ESP,"FW,MF",Fulham,Premier League,28,1996,9,9,690,7.7,1,2,3,1,0,0,2,0,2.6,2.6,2.1,4.7,38,26,56,0.13,0.26,0.39,0.13,0.39,0.34,0.28,0.61,0.34,0.61,7.7,1,17,7,41.2,2.22,0.91,0.06,0.14,15.1,0,0,0,0.15,-1.6,-1.6,169,229,73.8,2368,523,102,126,81.0,47,65,72.3,9,16,56.3,2,2.1,1.8,-0.1,15,13,11,4,26,229,229,0,0,1,1,30,0,0,0,0,0,169,0,4,32,4.17,26,0,2,2,0,2,2,0.26,2,0,0,0,0,0,7,5,4,2,1,2,5,40.0,3,4,0,4,1,8,4,1,313,1,29,115,177,37,313,41,21,51.2,13,31.7,227,1777,997,38,16,15,13,5,252,56,0,10,16,1,30,1,5,0,0,0,30,13,9,59.1
Hamari Traoré,MLI,DF,Real Sociedad,La Liga,32,1992,4,4,311,3.5,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,4,11,7,0.00,0.29,0.29,0.00,0.29,0.00,0.05,0.05,0.00,0.05,3.5,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,156,196,79.6,2747,921,71,78,91.0,68,87,78.2,16,26,61.5,1,0.2,0.2,+0.8,2,8,3,1,11,196,151,45,6,0,1,3,39,0,0,0,0,156,0,3,3,0.87,3,0,0,0,0,0,1,0.29,1,0,0,0,0,0,11,7,7,3,1,9,12,75.0,3,1,1,0,3,14,11,0,227,12,69,127,34,2,227,3,2,66.7,1,33.3,81,347,176,4,0,2,2,1,112,7,0,4,3,0,3,3,7,0,0,0,15,4,6,40.0
Omar Traoré,GER,"DF,FW",Heidenheim,Bundesliga,26,1998,7,7,584,6.5,0,1,1,0,0,0,2,0,0.0,0.0,0.4,0.4,22,21,22,0.00,0.15,0.15,0.00,0.15,0.01,0.05,0.06,0.01,0.06,6.5,0,1,1,100.0,0.15,0.15,0.00,0.00,22.3,0,0,0,0.03,0.0,0.0,200,297,67.3,3325,1494,109,130,83.8,67,95,70.5,20,48,41.7,1,0.4,0.6,+0.6,3,17,8,2,21,297,241,56,1,0,2,20,52,1,0,0,0,200,0,15,8,1.23,7,1,0,0,0,0,1,0.15,1,0,0,0,0,0,11,6,9,2,0,7,8,87.5,1,7,2,5,2,13,13,0,364,14,118,157,94,2,364,16,10,62.5,4,25.0,193,1198,667,22,11,0,12,12,212,22,0,9,7,0,20,2,6,0,1,0,28,5,7,41.7
Kevin Trapp,GER,GK,Eint Frankfurt,Bundesliga,34,1990,5,5,405,4.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.5,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,129,180,71.7,3030,2104,42,42,100.0,58,59,98.3,28,77,36.4,0,0.0,0.0,0.0,0,1,0,0,0,180,135,45,10,0,0,0,0,0,0,0,0,129,0,1,1,0.22,1,0,0,0,0,0,1,0.22,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,189,164,189,0,0,0,189,0,0,,0,,127,494,309,0,0,0,1,0,102,0,0,0,0,0,0,0,0,0,0,0,4,1,0,100.0
Mark Travers,IRL,GK,Bournemouth,Premier League,25,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,29,41,70.7,1120,1003,4,4,100.0,10,11,90.9,15,26,57.7,0,0.0,0.0,0.0,0,0,0,0,0,41,27,14,2,0,0,0,0,0,0,0,0,29,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,50,43,50,0,0,0,50,0,0,,0,,25,166,59,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Óscar Trejo,ARG,"MF,FW",Rayo Vallecano,La Liga,36,1988,3,2,130,1.4,0,0,0,0,0,0,0,0,0.3,0.3,0.8,1.1,1,10,6,0.00,0.00,0.00,0.00,0.00,0.18,0.57,0.76,0.18,0.76,1.4,0,2,0,0.0,1.38,0.00,0.00,,16.3,0,0,0,0.13,-0.3,-0.3,51,64,79.7,660,183,30,34,88.2,13,16,81.3,2,4,50.0,0,0.8,0.1,-0.8,2,3,2,0,10,64,59,3,0,0,0,1,1,0,0,0,0,51,2,2,3,2.09,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2,2,0,2,0,2,2,100.0,0,1,0,1,1,3,1,0,89,1,4,52,34,5,89,8,4,50.0,4,50.0,46,206,62,1,1,1,9,4,66,6,0,5,3,0,1,1,2,0,0,0,7,1,4,20.0
Philipp Treu,GER,"MF,DF",St. Pauli,Bundesliga,23,2000,8,8,712,7.9,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.4,13,29,34,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,7.9,0,6,0,0.0,0.76,0.00,0.00,,16.2,0,0,0,0.04,-0.2,-0.2,315,385,81.8,4918,1550,165,182,90.7,127,151,84.1,16,31,51.6,0,0.1,0.3,-0.1,4,20,4,2,29,385,302,83,2,0,1,20,81,0,0,0,0,315,0,12,13,1.64,11,2,0,0,0,0,1,0.13,0,1,0,0,0,0,14,10,9,4,1,8,16,50.0,8,14,1,13,6,20,12,0,460,11,106,221,140,10,460,9,2,22.2,5,55.6,186,1046,525,13,12,1,7,6,232,34,0,8,7,0,20,6,10,0,0,0,37,3,9,25.0
Ryan Trevitt,ENG,MF,Brentford,Premier League,21,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,4,7,57.1,73,23,1,2,50.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,7,1,2,4,1,0,7,0,0,,0,,4,7,2,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,2,0,0,
Christopher Trimmel,AUT,"MF,DF",Union Berlin,Bundesliga,37,1987,6,4,374,4.2,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.4,5,15,14,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.09,0.04,0.09,4.2,0,6,1,16.7,1.44,0.24,0.00,0.00,21.4,0,0,0,0.03,-0.2,-0.2,119,187,63.6,2120,955,60,68,88.2,46,71,64.8,12,36,33.3,0,0.2,0.5,-0.2,6,13,4,2,15,187,141,46,4,1,0,27,30,12,6,6,0,119,0,5,11,2.65,7,3,0,1,0,0,0,0.00,0,0,0,0,0,0,14,9,7,6,1,11,17,64.7,6,2,0,2,5,19,9,0,230,11,53,106,71,6,230,1,0,0.0,1,100.0,77,340,126,5,0,1,2,1,104,14,0,5,3,1,27,5,9,0,0,0,12,3,3,50.0
Kieran Trippier,ENG,DF,Newcastle Utd,Premier League,34,1990,5,3,280,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,5,19,12,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07,3.1,0,1,0,0.0,0.32,0.00,0.00,,17.0,0,0,0,0.03,0.0,0.0,198,246,80.5,3513,1206,96,103,93.2,82,99,82.8,19,38,50.0,0,0.2,0.2,-0.2,3,15,2,0,19,246,191,55,12,0,0,21,29,14,11,2,0,198,0,4,13,4.18,7,5,0,1,0,0,0,0.00,0,0,0,0,0,0,9,4,4,4,1,5,13,38.5,8,2,1,1,2,11,6,0,264,10,85,103,78,4,264,1,1,100.0,0,0.0,132,431,220,5,1,3,0,1,153,12,0,6,2,1,21,2,4,0,0,0,15,7,5,58.3
Leandro Trossard,BEL,FW,Arsenal,Premier League,29,1994,9,6,490,5.4,2,0,2,2,0,0,2,1,1.5,1.5,0.7,2.2,13,22,26,0.37,0.00,0.37,0.37,0.37,0.27,0.13,0.40,0.27,0.40,5.4,2,10,4,40.0,1.84,0.73,0.20,0.50,16.6,0,0,0,0.15,+0.5,+0.5,112,155,72.3,2116,669,43,57,75.4,52,66,78.8,13,19,68.4,0,0.7,0.4,-0.7,9,7,10,1,22,155,146,8,1,0,1,9,3,1,1,0,0,112,1,5,18,3.30,17,0,0,0,0,1,1,0.18,1,0,0,0,0,0,10,7,2,5,3,5,11,45.5,6,7,0,7,5,15,4,0,206,6,36,63,110,28,206,12,5,41.7,6,50.0,123,841,333,13,11,5,5,14,146,26,1,4,5,1,9,5,7,0,0,0,25,1,7,12.5
Adrien Truffert,FRA,"DF,MF",Rennes,Ligue ,22,2001,9,8,656,7.3,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.4,13,25,39,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.05,0.03,0.05,7.3,0,10,3,30.0,1.37,0.41,0.00,0.00,25.2,0,0,0,0.02,-0.2,-0.2,224,306,73.2,3455,1057,112,131,85.5,93,127,73.2,11,30,36.7,0,0.2,0.3,-0.2,3,15,5,2,25,306,266,40,3,0,1,21,37,0,0,0,0,224,0,10,16,2.20,12,0,0,3,0,1,1,0.14,1,0,0,0,0,0,17,8,7,6,4,12,17,70.6,5,10,0,10,7,24,11,0,389,10,84,169,138,11,389,10,2,20.0,7,70.0,208,949,506,13,14,2,9,5,234,39,0,8,4,1,21,7,8,0,0,0,31,7,7,50.0
Kostas Tsimikas,GRE,DF,Liverpool,Premier League,28,1996,5,1,142,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,20,5,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,1.6,0,1,0,0.0,0.63,0.00,0.00,,22.2,0,0,0,0.03,0.0,0.0,124,142,87.3,2005,656,61,63,96.8,49,54,90.7,8,16,50.0,0,0.0,0.1,0.0,0,14,2,0,20,142,120,22,1,1,1,6,17,4,4,0,0,124,0,2,5,3.17,5,0,0,0,0,0,1,0.63,1,0,0,0,0,0,5,2,3,1,1,3,5,60.0,2,2,0,2,3,8,5,0,158,7,42,77,40,0,158,1,1,100.0,0,0.0,77,385,249,5,4,0,1,1,102,5,0,3,1,0,6,3,2,0,0,0,8,2,3,40.0
Viktor Tsyhankov,UKR,"MF,FW",Girona,La Liga,26,1997,6,6,440,4.9,1,1,2,1,0,0,1,0,0.8,0.8,0.8,1.6,11,21,58,0.20,0.20,0.41,0.20,0.41,0.16,0.17,0.33,0.16,0.33,4.9,1,7,3,42.9,1.43,0.61,0.14,0.33,21.9,1,0,0,0.11,+0.2,+0.2,166,217,76.5,2612,751,97,113,85.8,50,65,76.9,14,25,56.0,1,0.8,1.3,+0.2,7,12,9,2,21,217,188,29,5,1,0,25,2,22,4,12,0,166,0,7,13,2.66,8,5,0,0,0,0,1,0.20,1,0,0,0,0,0,4,3,0,2,2,2,5,40.0,3,0,0,0,0,4,2,0,252,3,17,90,147,18,252,7,4,57.1,3,42.9,148,808,409,11,7,5,8,5,186,58,0,5,6,1,25,0,3,0,0,0,18,1,7,12.5
Axel Tuanzebe,COD,DF,Ipswich Town,Premier League,26,1997,6,6,512,5.7,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,3,16,2,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07,5.7,0,3,0,0.0,0.53,0.00,0.00,,11.5,0,0,0,0.06,-0.2,-0.2,193,223,86.5,3034,1106,110,120,91.7,69,82,84.1,12,16,75.0,0,0.2,0.1,-0.2,3,16,0,0,16,223,176,47,15,0,1,3,32,0,0,0,0,193,0,2,5,0.88,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,13,8,10,0,3,6,10,60.0,4,5,3,2,8,21,21,0,279,36,117,120,45,6,279,3,2,66.7,1,33.3,124,521,235,3,1,1,3,0,145,2,0,3,2,0,3,8,8,0,0,0,12,8,7,53.3
Stefano Turati,ITA,GK,Monza,Serie A,23,2001,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,165,251,65.7,5700,4946,25,25,100.0,63,64,98.4,77,161,47.8,0,0.0,0.0,0.0,0,4,0,0,0,251,188,63,21,0,1,0,0,0,0,0,0,165,0,1,3,0.43,0,3,0,0,0,0,1,0.14,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,1,269,243,268,1,0,0,269,0,0,,0,,146,780,364,0,0,0,0,0,137,0,0,0,3,0,0,0,0,0,0,0,4,0,0,
Beñat Turrientes,ESP,MF,Real Sociedad,La Liga,22,2002,10,5,462,5.1,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.4,10,25,21,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,5.1,0,5,1,20.0,0.97,0.19,0.00,0.00,19.5,0,0,0,0.09,-0.4,-0.4,184,215,85.6,3048,689,94,105,89.5,68,74,91.9,16,27,59.3,0,0.0,0.2,0.0,0,21,1,0,25,215,197,18,9,0,2,16,1,8,5,1,0,184,0,1,3,0.59,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,10,3,4,5,1,3,7,42.9,4,9,2,7,1,11,5,0,264,11,37,153,78,6,264,11,5,45.5,3,27.3,130,781,338,10,8,1,6,5,180,21,0,9,9,0,16,1,3,0,0,0,19,7,8,46.7
Tuta,BRA,"DF,MF",Eint Frankfurt,Bundesliga,25,1999,8,8,707,7.9,1,1,2,1,0,0,2,0,0.3,0.3,0.1,0.4,3,17,3,0.13,0.13,0.25,0.13,0.25,0.04,0.01,0.05,0.04,0.05,7.9,1,4,3,75.0,0.51,0.38,0.25,0.33,15.5,0,0,0,0.09,+0.7,+0.7,352,389,90.5,6317,2129,150,156,96.2,170,176,96.6,27,48,56.3,1,0.1,0.2,+0.9,1,19,4,0,17,389,369,19,11,0,0,0,2,0,0,0,0,352,1,1,10,1.27,9,0,0,1,0,0,1,0.13,1,0,0,0,0,0,15,8,10,3,2,10,14,71.4,4,18,10,8,13,28,51,0,509,92,283,202,26,6,509,7,6,85.7,1,14.3,270,1147,429,3,3,1,7,2,297,3,0,7,3,0,0,13,8,0,0,0,41,11,9,55.0
Chrisantus Uche,NGA,"FW,MF",Getafe,La Liga,21,2003,11,10,838,9.3,1,0,1,1,0,0,3,0,1.5,1.5,0.2,1.8,17,14,56,0.11,0.00,0.11,0.11,0.11,0.16,0.02,0.19,0.16,0.19,9.3,1,14,3,21.4,1.50,0.32,0.07,0.33,15.4,0,0,0,0.11,-0.5,-0.5,129,188,68.6,1610,417,84,109,77.1,30,45,66.7,2,8,25.0,0,0.2,0.5,-0.2,8,16,4,2,14,188,181,5,0,0,1,9,0,0,0,0,0,129,2,8,31,3.33,19,0,4,1,7,0,1,0.11,0,0,0,0,1,0,8,5,2,3,3,1,1,100.0,0,6,1,5,1,9,4,0,305,4,32,120,160,31,305,35,16,45.7,16,45.7,197,1097,433,17,14,8,38,29,240,56,0,17,32,9,9,1,5,0,0,0,38,20,33,37.7
Destiny Udogie,ITA,DF,Tottenham,Premier League,21,2002,9,9,744,8.3,0,1,1,0,0,0,2,0,0.3,0.3,1.0,1.3,22,50,49,0.00,0.12,0.12,0.00,0.12,0.04,0.12,0.16,0.04,0.16,8.3,0,5,1,20.0,0.60,0.12,0.00,0.00,15.1,0,0,0,0.06,-0.3,-0.3,408,472,86.4,5752,1555,237,261,90.8,143,159,89.9,11,14,78.6,1,1.0,0.7,0.0,7,30,4,1,50,472,402,69,9,0,0,13,60,0,0,0,0,408,1,16,16,1.94,14,0,0,1,0,1,2,0.24,1,0,0,0,0,1,26,15,13,7,6,13,19,68.4,6,13,2,11,9,35,12,1,575,20,131,241,207,27,575,17,7,41.2,9,52.9,317,1663,893,22,20,3,11,11,360,49,0,10,18,1,13,9,15,0,0,0,41,6,10,37.5
Manuel Ugarte Ribeiro,URU,MF,Manchester Utd,Premier League,23,2001,4,1,108,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.2,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,51,54,94.4,816,182,22,23,95.7,27,29,93.1,2,2,100.0,0,0.0,0.0,0.0,0,7,0,0,3,54,53,1,1,0,0,0,0,0,0,0,0,51,0,0,2,1.68,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,8,4,1,5,2,1,1,100.0,0,0,0,0,0,8,4,0,72,8,27,41,5,0,72,2,0,0.0,0,0.0,38,191,78,1,0,0,1,3,47,3,0,4,4,0,0,0,4,0,0,0,9,1,0,100.0
Lesley Ugochukwu,FRA,MF,Southampton,Premier League,20,2004,3,2,140,1.6,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,3,1,1,0.00,0.00,0.00,0.00,0.00,0.14,0.12,0.26,0.14,0.26,1.6,0,1,0,0.0,0.64,0.00,0.00,,7.4,0,0,0,0.21,-0.2,-0.2,42,49,85.7,559,109,25,26,96.2,13,14,92.9,1,2,50.0,0,0.2,0.0,-0.2,2,1,0,0,1,49,48,1,1,0,0,0,0,0,0,0,0,42,0,3,2,1.29,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,1,0,3,0,0,4,0.0,4,4,1,3,1,4,1,0,60,2,16,36,9,2,60,1,0,0.0,1,100.0,28,157,81,3,1,1,0,1,40,1,0,1,2,0,0,1,1,0,0,0,5,2,1,66.7
Sven Ulreich,GER,GK,Bayern Munich,Bundesliga,36,1988,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,25,30,83.3,551,414,10,10,100.0,10,10,100.0,5,10,50.0,0,0.0,0.0,0.0,0,1,0,0,0,30,29,1,0,0,0,0,0,0,0,0,0,25,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,30,18,27,3,0,0,30,0,0,,0,,13,55,30,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Enes Ünal,TUR,FW,Bournemouth,Premier League,27,1997,6,1,127,1.4,0,0,0,0,0,0,1,0,0.7,0.7,0.1,0.8,3,7,6,0.00,0.00,0.00,0.00,0.00,0.46,0.10,0.56,0.46,0.56,1.4,0,7,2,28.6,4.96,1.42,0.00,0.00,15.5,1,0,0,0.09,-0.7,-0.7,19,30,63.3,245,93,7,8,87.5,9,18,50.0,0,0,,0,0.1,0.1,-0.1,2,2,3,0,7,30,30,0,0,1,0,1,0,0,0,0,0,19,0,1,4,2.83,2,0,0,2,0,0,0,0.00,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0,1,1,0,1,0,1,0,0,53,1,3,21,29,6,53,4,1,25.0,3,75.0,27,91,45,3,3,0,4,1,38,6,0,2,2,1,1,0,0,0,0,0,5,9,5,64.3
Deniz Undav,GER,"FW,MF",Stuttgart,Bundesliga,28,1996,8,7,553,6.1,5,0,5,5,0,0,1,0,4.6,4.6,0.5,5.1,15,28,39,0.81,0.00,0.81,0.81,0.81,0.75,0.08,0.83,0.75,0.83,6.1,5,31,14,45.2,5.05,2.28,0.16,0.36,14.6,0,0,0,0.15,+0.4,+0.4,131,179,73.2,2103,568,76,96,79.2,44,58,75.9,9,17,52.9,0,0.5,0.4,-0.5,5,12,6,0,28,179,171,8,1,0,3,2,3,0,0,0,0,131,0,7,17,2.77,9,0,0,7,0,1,1,0.16,0,0,0,1,0,0,3,3,0,1,2,0,1,0.0,1,2,0,2,1,4,2,0,249,3,19,131,105,29,249,7,3,42.9,3,42.9,145,763,386,15,9,4,17,13,206,39,0,5,6,5,2,1,3,0,0,0,12,4,11,26.7
Naci Ünüvar,NED,"MF,DF",Espanyol,La Liga,21,2003,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,1,4,0.00,0.00,0.00,0.00,0.00,0.24,0.14,0.38,0.24,0.38,0.2,0,1,0,0.0,5.00,0.00,0.00,,14.2,0,0,0,0.05,0.0,0.0,10,14,71.4,125,12,7,8,87.5,1,1,100.0,1,3,33.3,0,0.0,0.0,0.0,1,1,0,0,1,14,14,0,0,0,0,1,0,0,0,0,0,10,0,1,2,9.47,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,16,0,1,4,11,2,16,1,0,0.0,0,0.0,9,44,23,1,0,0,0,0,12,4,0,0,1,0,1,0,0,0,0,0,0,0,0,
